BeerID,Style,OG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,BrewMethod
44341,American IPA,1.063,6.22,60.72,10.47,60,1.085,70.0,All Grain
44342,American IPA,1.069,7.3,58.42,7.58,60,1.051,70.0,All Grain
44348,American Pale Ale,1.054,5.41,31.48,9.33,60,1.042,70.0,Partial Mash
44351,American Pale Ale,1.051,5.18,39.44,10.65,60,1.038,60.0,All Grain
44360,American IPA,1.062,6.71,58.89,7.14,60,1.056,55.0,All Grain
44364,American Pale Ale,1.053,5.2,35.67,6.17,60,1.044,70.0,All Grain
44368,American IPA,1.053,5.59,48.31,2.8,15,1.07,35.0,extract
44370,American Pale Ale,1.051,5.5,39.14,5.3,60,1.044,80.0,All Grain
44373,American IPA,1.0490000000000002,4.91,39.3,13.65,60,1.081,35.0,extract
44378,American IPA,1.063,6.2,39.94,5.24,75,1.046,67.0,All Grain
44382,American IPA,1.05,5.36,66.92,6.34,60,1.037,63.0,All Grain
44387,American IPA,1.07,7.32,85.02,10.09,60,1.051,60.0,All Grain
44388,American IPA,1.056,5.79,53.14,5.59,80,1.05,80.0,All Grain
44390,American IPA,1.07,6.59,77.15,9.81,60,1.051,70.0,All Grain
44393,American IPA,1.055,5.76,56.57,6.53,60,1.042,65.0,All Grain
44397,American IPA,1.065,6.12,0.0,6.26,60,1.0490000000000002,75.0,All Grain
44400,American IPA,1.062,6.01,74.64,8.85,60,1.05,75.0,All Grain
44405,American Pale Ale,1.052,5.3,29.14,4.44,60,1.087,35.0,extract
44408,American IPA,1.061,6.6,65.24,8.26,60,1.051,73.0,All Grain
44410,American IPA,1.061,6.07,70.68,6.01,60,1.038,70.0,All Grain
44428,American Pale Ale,1.0590000000000002,5.81,16.29,3.57,60,1.047,66.0,All Grain
44430,American IPA,1.0659999999999998,6.69,81.07,6.08,90,1.05,76.0,All Grain
44432,American IPA,1.0590000000000002,6.06,67.69,7.1,60,1.044,60.0,All Grain
44433,American Pale Ale,1.051,5.37,37.52,7.68,70,1.037,75.0,BIAB
44436,American Pale Ale,1.041,4.35,36.67,4.67,30,1.051,35.0,extract
44437,American IPA,1.05,5.04,93.58,4.56,60,1.042,70.0,BIAB
44438,American Pale Ale,1.047,4.68,37.21,7.43,60,1.034,70.0,All Grain
44445,American IPA,1.044,4.43,51.69,7.98,60,1.0490000000000002,35.0,extract
44449,American IPA,1.057,5.63,98.3,7.66,60,1.04,75.0,BIAB
44455,American Pale Ale,1.05,4.96,37.51,10.1,60,1.037,70.0,All Grain
44456,American IPA,1.054,5.74,31.75,5.6,60,1.045,70.0,BIAB
44458,American Pale Ale,1.07,6.64,52.07,11.32,60,1.052,75.0,All Grain
44464,American IPA,1.061,6.43,55.22,4.03,60,1.045,70.0,All Grain
44466,American IPA,1.06,5.86,93.44,6.38,60,1.048,70.0,All Grain
44472,American IPA,1.0659999999999998,6.6,66.73,4.91,60,1.054,72.0,All Grain
44488,American IPA,1.046,4.55,117.82,11.08,60,1.036,65.0,BIAB
44490,American IPA,1.089,9.65,117.54,9.26,90,1.075,75.0,BIAB
44494,American Pale Ale,1.048,4.74,48.81,5.14,60,1.04,70.0,All Grain
44496,American Pale Ale,1.055,5.48,61.3,7.49,60,1.0490000000000002,83.0,All Grain
44507,American IPA,1.0759999999999998,7.54,26.32,4.9,60,1.053,75.0,BIAB
44508,American IPA,1.0659999999999998,6.5,84.11,8.17,60,1.022,70.0,All Grain
44515,American IPA,1.073,7.01,63.03,6.46,60,1.064,70.0,All Grain
44516,American Pale Ale,1.055,5.58,28.98,4.23,60,1.044,75.0,All Grain
44523,American Pale Ale,1.054,5.34,44.87,5.76,60,1.041,35.0,extract
44524,American IPA,1.0659999999999998,5.89,103.77,5.49,15,1.061,65.0,BIAB
44536,American IPA,1.061,6.02,29.23,4.6,60,1.041,70.0,All Grain
44541,American IPA,1.088,8.54,101.01,11.87,60,1.067,70.0,All Grain
44547,American Pale Ale,1.042,4.6,46.42,13.59,60,1.03,53.0,BIAB
44552,American IPA,1.05,4.98,33.61,6.67,60,1.037,70.0,All Grain
44553,American Pale Ale,1.06,5.88,11.75,5.27,30,1.056,85.0,All Grain
44558,American Pale Ale,1.054,5.85,37.66,6.14,70,1.044,72.0,All Grain
44575,American Pale Ale,1.054,5.27,36.12,7.59,60,1.0390000000000001,70.0,All Grain
44577,American IPA,1.085,8.98,95.93,18.05,60,1.068,70.0,BIAB
44579,American IPA,1.0659999999999998,7.0,32.61,7.77,60,1.048,70.0,All Grain
44590,American IPA,1.071,6.88,40.22,4.5,60,1.06,75.0,All Grain
44591,American Pale Ale,1.062,6.38,59.94,13.15,60,1.045,70.0,All Grain
44593,American Pale Ale,1.046,4.87,32.29,4.98,60,1.043,77.0,All Grain
44594,American Pale Ale,1.048,5.4,46.63,3.4,60,1.034,80.0,BIAB
44595,American Pale Ale,1.04,4.42,76.47,3.05,60,1.036,91.0,All Grain
44597,American IPA,1.064,6.37,79.04,7.39,60,1.047,70.0,All Grain
44599,American Pale Ale,1.052,5.49,42.63,9.16,60,1.078,35.0,extract
44600,American IPA,1.06,6.09,48.97,6.79,60,1.0490000000000002,73.0,BIAB
44602,American Pale Ale,1.0659999999999998,6.44,60.11,9.88,75,1.057,80.0,All Grain
44605,American IPA,1.0490000000000002,5.21,56.05,13.14,45,1.061,35.0,extract
44606,American Pale Ale,1.057,6.26,59.81,8.3,60,1.04,55.0,All Grain
44608,American Pale Ale,1.052,5.03,33.26,5.26,90,1.043,78.0,BIAB
44611,American Pale Ale,1.058,5.22,29.19,8.48,60,1.052,70.0,All Grain
44612,American Pale Ale,1.05,4.92,41.46,6.73,60,1.036,72.0,All Grain
44613,American IPA,1.082,8.03,104.57,8.34,90,1.074,100.0,extract
44615,American IPA,1.065,6.06,48.42,6.76,60,1.054,70.0,All Grain
44616,American IPA,1.054,5.35,71.92,3.86,60,1.042,70.0,All Grain
44617,American IPA,1.054,5.83,44.47,5.14,60,1.04,75.0,All Grain
44618,American IPA,1.074,8.04,88.44,6.35,60,1.07,86.0,All Grain
44619,American Pale Ale,1.0590000000000002,6.28,43.87,6.86,60,1.048,72.0,All Grain
44620,American IPA,1.045,4.48,36.05,6.12,60,1.037,70.0,All Grain
44625,American IPA,1.061,6.53,50.71,6.46,60,1.05,75.0,All Grain
44626,American IPA,1.078,8.0,63.97,7.6,60,1.057,80.0,All Grain
44633,American IPA,1.045,4.4,61.68,8.67,60,1.035,65.0,BIAB
44634,American Pale Ale,1.0590000000000002,6.05,55.37,10.1,60,1.0490000000000002,70.0,All Grain
44642,American Pale Ale,1.058,5.5,34.65,10.6,60,1.036,70.0,All Grain
44647,American IPA,1.064,6.61,44.53,9.24,60,1.053,70.0,All Grain
44652,American Pale Ale,1.043,4.76,40.27,4.36,65,1.037,70.0,BIAB
44653,American IPA,1.07,7.53,29.18,9.06,60,1.054,75.0,All Grain
44654,American IPA,1.06,6.49,66.5,7.67,60,1.044,75.0,All Grain
44655,American IPA,1.073,7.7,107.5,37.74,75,1.06,75.0,All Grain
44657,American IPA,1.075,6.54,144.38,7.04,60,1.055,65.0,All Grain
44660,American Pale Ale,1.051,5.51,34.08,3.55,60,1.041,85.0,All Grain
44662,American IPA,1.077,6.99,100.78,8.05,60,1.055,70.0,All Grain
44663,American IPA,1.056,5.54,97.25,7.01,60,1.045,70.0,All Grain
44670,American Pale Ale,1.054,5.77,33.7,6.45,60,1.042,75.0,All Grain
44671,American Pale Ale,1.051,5.5,30.18,6.11,60,1.041,70.0,BIAB
44672,American IPA,1.073,7.41,20.78,13.72,60,1.0490000000000002,35.0,All Grain
44673,American IPA,1.06,5.93,53.54,9.68,60,1.044,70.0,All Grain
44674,American IPA,1.057,6.04,71.29,15.3,60,1.048,70.0,BIAB
44676,American IPA,1.083,8.41,142.85,9.84,60,1.131,50.0,Partial Mash
44677,American Pale Ale,1.058,6.06,34.52,10.5,60,1.043,80.0,BIAB
44680,American IPA,1.069,7.35,62.2,8.4,60,1.056,70.0,All Grain
44687,American IPA,1.063,6.71,68.55,9.13,60,1.037,70.0,All Grain
44689,American IPA,1.053,5.8,63.66,9.01,60,1.053,70.0,Partial Mash
44699,American Pale Ale,1.053,5.56,53.46,4.07,60,1.044,60.0,All Grain
44703,American Pale Ale,1.054,4.99,58.65,11.92,60,1.09,35.0,Partial Mash
44706,American IPA,1.056,6.06,60.77,7.67,90,1.041,70.0,BIAB
44711,American IPA,1.068,7.06,84.33,8.38,60,1.054,75.0,All Grain
44717,American IPA,1.055,6.03,61.22,5.91,60,1.044,72.0,BIAB
44719,American IPA,1.07,6.51,41.35,4.18,60,1.051,80.0,All Grain
44724,American IPA,1.062,6.61,79.32,8.48,60,1.041,70.0,All Grain
44731,American IPA,1.0659999999999998,6.83,80.79,8.75,60,1.036,75.0,All Grain
44732,American IPA,1.067,6.71,78.11,15.49,90,1.0490000000000002,82.0,All Grain
44736,American Pale Ale,1.055,5.58,39.47,8.0,70,1.046,79.0,All Grain
44744,American Pale Ale,1.041,3.95,53.4,8.03,60,1.035,72.0,All Grain
44746,American Pale Ale,1.056,5.51,38.05,5.99,60,1.042,70.0,All Grain
44757,American IPA,1.047,4.66,0.0,24.62,60,1.035,70.0,All Grain
44758,American IPA,1.061,6.46,85.66,4.84,60,1.046,65.0,BIAB
44760,American IPA,1.061,6.76,77.87,8.2,60,1.048,75.0,All Grain
44763,American Pale Ale,1.045,4.65,18.89,4.06,60,1.033,70.0,All Grain
44764,American IPA,1.061,6.13,69.59,11.58,60,1.053,70.0,All Grain
44768,American Pale Ale,1.05,5.36,38.69,4.38,60,1.072,35.0,extract
44772,American Pale Ale,1.036,4.31,35.31,6.04,70,1.033,66.0,BIAB
44773,American IPA,1.062,6.38,44.46,6.3,60,1.053,75.0,All Grain
44780,American Pale Ale,1.045,4.42,35.34,6.0,60,1.037,70.0,All Grain
44784,American IPA,1.061,5.99,184.76,5.56,60,1.0490000000000002,70.0,All Grain
44786,American IPA,1.064,6.48,71.69,4.56,60,1.0590000000000002,70.0,All Grain
44790,American Pale Ale,1.055,5.67,40.84,5.32,90,1.045,80.0,All Grain
44797,American Pale Ale,1.052,5.13,38.46,5.01,60,1.038,73.0,BIAB
44810,American IPA,1.0659999999999998,6.97,69.48,8.67,60,1.052,35.0,extract
44811,American Pale Ale,1.0590000000000002,5.78,37.89,5.44,60,1.0490000000000002,70.0,All Grain
44819,American IPA,1.058,5.71,98.56,9.42,60,1.046,70.0,All Grain
44820,American Pale Ale,1.051,5.38,50.38,8.28,60,1.043,75.0,All Grain
44821,American Pale Ale,1.054,5.76,42.23,7.03,60,1.043,65.0,All Grain
44823,American IPA,1.0590000000000002,5.7,59.25,4.97,60,1.048,70.0,BIAB
44826,American Pale Ale,1.055,5.96,44.74,6.12,60,1.037,70.0,BIAB
44827,American IPA,1.07,6.64,63.8,4.61,60,1.07,80.0,All Grain
44829,American IPA,1.078,7.65,61.99,6.95,90,1.058,70.0,BIAB
44834,American Pale Ale,1.042,4.44,32.68,5.09,60,1.04,70.0,All Grain
44835,American IPA,1.052,5.49,47.82,5.68,60,1.041,69.0,BIAB
44846,American IPA,1.067,6.4,32.13,8.4,75,1.065,87.5,All Grain
44847,American IPA,1.05,4.92,34.1,5.95,60,1.038,85.0,All Grain
44853,American IPA,1.057,6.1,53.18,5.41,60,1.045,80.0,All Grain
44854,American Pale Ale,1.053,5.6,38.75,6.13,60,1.04,73.0,BIAB
44865,American Pale Ale,1.053,5.2,30.32,8.28,60,1.045,60.0,All Grain
44870,American IPA,1.0659999999999998,6.89,56.71,6.97,90,1.04,60.0,All Grain
44877,American IPA,1.062,6.75,59.82,7.77,60,1.041,65.0,BIAB
44882,American Pale Ale,1.047,5.02,39.74,10.91,60,1.035,70.0,All Grain
44884,American Pale Ale,1.0659999999999998,7.06,86.76,5.55,60,1.0659999999999998,35.0,extract
44886,American Pale Ale,1.055,5.37,31.88,7.15,20,1.109,35.0,extract
44887,American IPA,1.048,5.1,49.83,5.01,60,1.051,25.0,extract
44889,American Pale Ale,1.041,4.01,26.64,6.46,60,1.037,65.0,All Grain
44890,American IPA,1.067,7.05,68.77,7.29,90,1.05,70.0,All Grain
44891,American IPA,1.075,7.98,70.44,5.53,60,1.06,71.0,All Grain
44894,American IPA,1.063,6.79,65.94,6.01,60,1.057,75.0,All Grain
44899,American Pale Ale,1.05,4.95,35.45,6.93,60,1.037,60.0,All Grain
44900,American Pale Ale,1.048,4.73,59.64,5.46,60,1.041,65.0,All Grain
44905,American IPA,1.053,5.63,89.9,13.87,60,1.1320000000000001,35.0,extract
44906,American Pale Ale,1.0390000000000001,3.56,38.48,6.84,60,1.038,35.0,Partial Mash
44912,American Pale Ale,1.055,5.68,36.9,4.38,60,1.046,35.0,extract
44915,American Pale Ale,1.057,5.71,46.5,7.52,75,1.0490000000000002,70.0,BIAB
44932,American Pale Ale,1.061,5.54,41.84,9.97,60,1.045,70.0,All Grain
44935,American IPA,1.058,6.3,65.12,9.04,60,1.046,70.0,All Grain
44936,American IPA,1.065,6.39,69.15,6.27,60,1.048,65.0,BIAB
44937,American Pale Ale,1.05,5.41,34.94,4.68,75,1.04,70.0,All Grain
44944,American Pale Ale,1.047,5.04,22.02,11.4,60,1.024,35.0,BIAB
44956,American IPA,1.064,6.31,103.17,6.14,60,1.054,67.0,All Grain
44960,American IPA,1.061,6.09,60.63,7.58,60,1.051,70.0,All Grain
44962,American IPA,1.07,6.73,88.17,10.1,90,1.0490000000000002,70.0,All Grain
44963,American Pale Ale,1.054,5.9,77.38,4.98,60,1.045,75.0,All Grain
44979,American Pale Ale,1.06,6.34,18.99,6.86,60,1.043,35.0,extract
44980,American Pale Ale,1.057,6.14,44.84,7.84,60,1.042,70.0,BIAB
44984,American IPA,1.054,5.3,67.34,10.31,60,1.0390000000000001,70.0,All Grain
44993,American IPA,1.062,6.32,84.03,4.6,60,1.046,65.0,All Grain
44998,American IPA,1.057,5.75,58.64,3.85,60,1.046,85.0,All Grain
45001,American IPA,1.067,6.4,49.74,3.92,60,1.127,35.0,extract
45005,American IPA,1.0759999999999998,7.89,68.17,6.63,90,1.07,68.0,All Grain
45008,American Pale Ale,1.05,5.05,30.28,3.17,60,1.044,70.0,All Grain
45013,American IPA,1.0490000000000002,5.28,75.84,5.6,80,1.0490000000000002,75.0,All Grain
45017,American Pale Ale,1.0590000000000002,6.35,37.9,10.11,60,1.054,70.0,BIAB
45025,American IPA,1.054,5.91,51.93,3.59,60,1.044,73.0,All Grain
45026,American IPA,1.063,6.92,133.98,4.32,60,1.054,70.0,All Grain
45030,American IPA,1.0659999999999998,6.48,58.07,6.98,60,1.045,67.0,All Grain
45031,American IPA,1.044,4.74,0.0,7.16,60,1.028,35.0,All Grain
45034,American IPA,1.0590000000000002,6.04,59.48,11.02,60,1.053,70.0,All Grain
45036,American IPA,1.055,5.82,49.05,8.42,60,1.073,35.0,extract
45043,American IPA,1.079,7.84,78.15,12.02,90,1.094,55.0,All Grain
45044,American IPA,1.053,5.71,68.46,6.46,60,1.065,60.0,BIAB
45046,American Pale Ale,1.053,5.11,30.26,5.49,60,1.0390000000000001,75.0,All Grain
45051,American IPA,1.069,7.17,207.95,6.11,90,1.052,70.0,BIAB
45060,American Pale Ale,1.052,5.2,69.26,10.89,60,1.038,65.0,All Grain
45062,American IPA,1.089,8.75,62.7,47.2,60,1.044,75.0,All Grain
45063,American IPA,1.0759999999999998,7.57,81.67,8.55,60,1.054,65.0,All Grain
45071,American Pale Ale,1.053,5.66,43.77,6.24,60,1.041,35.0,extract
45072,American IPA,1.057,5.82,61.62,9.95,60,1.041,80.0,All Grain
45076,American Pale Ale,1.051,5.21,31.39,8.04,90,1.038,70.0,All Grain
45077,American IPA,1.056,5.99,79.39,5.08,60,1.056,43.0,Partial Mash
45081,American IPA,1.063,6.71,82.64,9.81,60,1.05,60.0,All Grain
45083,American Pale Ale,1.043,4.6,32.19,9.76,60,1.052,35.0,extract
45089,American Pale Ale,1.05,5.28,39.11,5.85,60,1.036,70.0,BIAB
45090,American Pale Ale,1.05,5.28,39.19,5.85,60,1.036,70.0,BIAB
45098,American Pale Ale,1.056,5.92,60.54,9.82,90,1.04,65.0,All Grain
45103,American IPA,1.062,5.82,38.0,10.75,70,1.041,69.0,All Grain
45111,American Pale Ale,1.06,6.06,36.68,9.55,90,1.054,70.0,All Grain
45113,American IPA,1.079,8.63,49.47,9.76,60,1.0590000000000002,70.0,BIAB
45118,American IPA,1.057,6.09,81.8,5.25,60,1.105,35.0,extract
45119,American Pale Ale,1.055,5.48,47.51,5.54,60,1.04,75.0,All Grain
45123,American IPA,1.041,4.08,29.43,6.73,60,1.036,70.0,All Grain
45124,American Pale Ale,1.053,5.66,41.65,9.45,60,1.071,35.0,extract
45125,American IPA,1.058,5.67,58.9,3.86,60,1.045,70.0,All Grain
45127,American IPA,1.081,8.14,109.41,6.29,60,1.0590000000000002,70.0,All Grain
45128,American Pale Ale,1.0490000000000002,5.22,33.89,7.87,75,1.038,55.0,BIAB
45133,American IPA,1.063,6.71,54.54,6.9,60,1.053,70.0,All Grain
45136,American Pale Ale,1.045,4.77,37.61,12.36,60,1.062,35.0,extract
45142,American IPA,1.048,4.65,32.9,4.96,60,1.037,70.0,All Grain
45143,American Pale Ale,1.053,5.14,38.23,5.94,60,1.035,70.0,All Grain
45145,American IPA,1.057,6.01,63.87,3.91,60,1.0490000000000002,85.0,All Grain
45157,American IPA,1.071,6.28,102.1,13.9,90,1.0490000000000002,75.0,BIAB
45161,American Pale Ale,1.0659999999999998,6.61,75.39,5.46,60,1.048,70.0,All Grain
45168,American IPA,1.057,6.04,48.81,5.64,60,1.05,75.0,All Grain
45169,American Pale Ale,1.062,5.9,93.93,8.66,60,1.092,35.0,extract
45172,American Pale Ale,1.0590000000000002,5.78,49.27,9.39,60,1.054,72.0,All Grain
45175,American IPA,1.045,4.56,13.13,7.82,60,1.032,72.0,BIAB
45176,American IPA,1.0659999999999998,6.94,71.57,6.62,60,1.056,78.0,All Grain
45180,American IPA,1.065,6.58,163.09,4.52,60,1.054,73.0,All Grain
45185,American IPA,1.057,6.46,148.33,4.96,90,1.042,30.0,extract
45190,American IPA,1.0490000000000002,5.01,47.28,6.12,60,1.04,81.0,BIAB
45191,American Pale Ale,1.053,5.74,40.48,8.28,60,1.037,75.0,All Grain
45193,American IPA,1.061,6.47,57.51,5.97,70,1.053,70.0,All Grain
45201,American IPA,1.07,7.46,53.97,5.93,60,1.044,75.0,BIAB
45202,American Pale Ale,1.0590000000000002,6.0,35.48,9.9,60,1.042,70.0,All Grain
45203,American Pale Ale,1.048,5.24,44.12,7.63,90,1.035,51.0,All Grain
45204,American Pale Ale,1.052,5.34,32.03,6.98,90,1.041,75.0,All Grain
45205,American Pale Ale,1.051,5.47,36.47,5.38,60,1.042,75.0,All Grain
45208,American Pale Ale,1.045,4.69,31.19,7.56,60,1.033,87.0,BIAB
45210,American Pale Ale,1.058,6.19,50.93,8.35,60,1.043,75.0,BIAB
45220,American Pale Ale,1.069,7.33,57.77,36.35,60,1.103,70.0,Partial Mash
45223,American Pale Ale,1.051,5.54,38.94,9.9,90,1.042,60.0,All Grain
45226,American Pale Ale,1.057,5.61,53.8,6.07,60,1.044,70.0,BIAB
45234,American Pale Ale,1.046,4.84,21.14,6.39,30,1.041,63.0,BIAB
45236,American IPA,1.051,5.08,71.32,11.83,60,1.038,55.0,All Grain
45243,American Pale Ale,1.055,5.42,46.7,5.53,60,1.0390000000000001,80.0,All Grain
45244,American Pale Ale,1.055,5.8,36.01,7.93,65,1.051,65.0,All Grain
45247,American IPA,1.074,6.9,83.76,8.5,60,1.054,70.0,All Grain
45251,American Pale Ale,1.0490000000000002,4.97,41.38,6.86,60,1.0390000000000001,70.0,All Grain
45257,American IPA,1.0590000000000002,5.81,42.54,5.62,75,1.043,75.0,All Grain
45258,American IPA,1.064,6.35,68.76,9.86,60,1.054,70.0,All Grain
45259,American Pale Ale,1.052,5.2,44.11,5.42,60,1.044,70.0,All Grain
45262,American IPA,1.058,6.24,58.74,7.54,60,1.053,80.0,All Grain
45264,American IPA,1.06,6.01,34.17,6.29,60,1.044,70.0,All Grain
45268,American IPA,1.074,7.42,70.11,12.79,60,1.052,69.0,All Grain
45274,American IPA,1.067,6.44,66.26,4.36,60,1.058,75.0,All Grain
45282,American IPA,1.053,5.32,31.25,4.5,60,1.038,35.0,extract
45290,American IPA,1.061,5.76,67.73,6.41,60,1.045,70.0,BIAB
45293,American IPA,1.063,6.77,30.62,4.74,60,1.046,70.0,All Grain
45295,American Pale Ale,1.06,5.85,0.0,3.93,60,1.053,80.0,All Grain
45296,American Pale Ale,1.025,2.62,69.46,7.98,60,1.0170000000000001,35.0,BIAB
45297,American Pale Ale,1.054,5.03,37.22,9.97,60,1.036,67.0,BIAB
45299,American IPA,1.061,6.28,82.34,7.93,90,1.047,68.0,All Grain
45304,American IPA,1.073,7.87,63.64,13.13,60,1.047,75.0,All Grain
45310,American Pale Ale,1.062,6.25,23.02,6.75,60,1.045,70.0,All Grain
45314,American IPA,1.0659999999999998,6.46,48.63,14.74,50,1.061,35.0,Partial Mash
45318,American Pale Ale,1.056,5.75,0.0,6.03,60,1.051,85.0,All Grain
45327,American IPA,1.064,6.24,68.11,7.52,75,1.051,75.0,All Grain
45329,American IPA,1.053,5.81,58.52,6.89,60,1.048,71.0,All Grain
45346,American IPA,1.062,7.17,92.66,7.04,60,1.103,35.0,extract
45350,American IPA,1.065,6.8,49.75,10.15,60,1.048,70.0,All Grain
45352,American IPA,1.056,5.66,4.93,11.34,60,1.041,72.0,BIAB
45357,American IPA,1.088,9.3,69.35,4.5,60,1.053,35.0,extract
45361,American IPA,1.058,6.17,57.58,13.62,60,1.043,70.0,All Grain
45363,American Pale Ale,1.061,6.61,29.96,6.04,60,1.0490000000000002,80.0,All Grain
45374,American IPA,1.085,8.37,98.04,7.73,60,1.1420000000000001,35.0,extract
45375,American IPA,1.063,6.33,27.2,4.19,60,1.0290000000000001,35.0,BIAB
45377,American IPA,1.0659999999999998,6.83,63.45,9.67,60,1.0590000000000002,70.0,All Grain
45382,American Pale Ale,1.054,5.75,46.3,7.92,30,1.038,65.0,All Grain
45385,American Pale Ale,1.06,6.68,21.79,6.14,50,1.0490000000000002,74.0,All Grain
45388,American IPA,1.067,7.0,95.07,5.28,90,1.045,70.0,All Grain
45390,American Pale Ale,1.058,5.87,46.95,5.26,90,1.0490000000000002,75.0,All Grain
45393,American IPA,1.071,7.33,91.06,6.1,60,1.062,70.0,All Grain
45400,American IPA,1.065,7.06,56.2,5.81,60,1.052,75.0,All Grain
45401,American IPA,1.071,7.04,83.34,4.09,60,1.052,70.0,All Grain
45402,American IPA,1.0659999999999998,6.53,104.04,5.42,60,1.056,60.0,BIAB
45406,American Pale Ale,1.06,5.89,32.44,7.77,60,1.033,60.0,BIAB
45410,American IPA,1.074,7.9,39.8,5.18,60,1.064,70.0,All Grain
45415,American IPA,1.069,7.31,67.24,7.93,60,1.061,70.0,All Grain
45425,American IPA,1.0759999999999998,8.05,57.32,8.01,60,1.058,70.0,All Grain
45430,American IPA,1.067,6.74,69.04,6.4,60,1.057,84.0,BIAB
45432,American IPA,1.065,6.93,133.68,10.82,60,1.109,50.0,Partial Mash
45434,American IPA,1.0759999999999998,7.97,78.43,4.79,60,1.055,74.0,All Grain
45438,American IPA,1.062,6.1,68.64,7.47,60,1.052,78.0,All Grain
45442,American Pale Ale,1.057,6.15,46.34,7.13,60,1.044,70.0,All Grain
45449,American IPA,1.058,6.3,83.98,8.92,60,1.05,70.0,BIAB
45453,American IPA,1.056,5.53,63.18,8.07,60,1.041,75.0,All Grain
45455,American IPA,1.0659999999999998,7.05,65.45,6.63,60,1.0590000000000002,70.0,All Grain
45456,American IPA,1.06,6.03,56.88,36.36,60,1.06,35.0,extract
45459,American Pale Ale,1.045,4.75,37.05,7.74,60,1.036,68.0,BIAB
45461,American Pale Ale,1.052,5.02,48.44,7.62,60,1.0390000000000001,65.0,All Grain
45467,American IPA,1.069,7.49,79.69,8.42,60,1.0859999999999999,50.0,Partial Mash
45470,American IPA,1.063,6.87,121.1,10.7,60,1.05,63.0,All Grain
45471,American Pale Ale,1.051,5.47,42.48,5.64,60,1.038,70.0,All Grain
45478,American Pale Ale,1.062,6.12,44.87,4.31,60,1.048,70.0,All Grain
45479,American IPA,1.05,5.34,52.1,7.82,60,1.042,71.0,All Grain
45480,American IPA,1.069,6.96,66.91,7.12,60,1.058,75.0,BIAB
45482,American IPA,1.064,6.99,95.48,6.78,60,1.064,72.0,BIAB
45483,American IPA,1.061,6.71,112.02,4.45,60,1.128,35.0,Partial Mash
45484,American IPA,1.105,10.56,115.05,10.7,75,1.077,68.0,All Grain
45486,American Pale Ale,1.052,5.67,42.68,7.55,45,1.036,80.0,All Grain
45487,American Pale Ale,1.056,5.79,43.3,7.64,60,1.044,68.0,All Grain
45496,American Pale Ale,1.05,4.89,37.68,5.78,60,1.036,75.0,All Grain
45498,American IPA,1.041,4.35,39.72,3.57,60,1.034,65.0,All Grain
45499,American Pale Ale,1.046,4.89,28.66,5.25,60,1.034,70.0,BIAB
45501,American Pale Ale,1.054,5.69,20.81,5.98,60,1.048,70.0,All Grain
45504,American IPA,1.052,5.24,31.6,5.24,60,1.046,78.0,All Grain
45505,American Pale Ale,1.052,5.24,11.43,3.59,60,1.038,70.0,All Grain
45508,American Pale Ale,1.051,5.37,39.26,6.5,60,1.037,60.0,All Grain
45514,American IPA,1.074,7.86,24.37,19.0,60,1.1420000000000001,70.0,Partial Mash
45516,American IPA,1.067,7.29,100.55,5.4,90,1.05,75.0,All Grain
45519,American IPA,1.062,6.1,78.7,4.82,75,1.05,65.0,All Grain
45520,American IPA,1.062,6.12,78.75,11.41,60,1.078,35.0,extract
45523,American Pale Ale,1.045,5.06,40.03,4.47,60,1.034,75.0,BIAB
45532,American IPA,1.068,7.26,70.63,6.71,60,1.054,75.0,All Grain
45534,American IPA,1.05,5.32,71.44,4.68,60,1.043,35.0,extract
45548,American IPA,1.068,7.02,88.23,8.64,60,1.061,80.0,All Grain
45551,American IPA,1.0590000000000002,5.9,116.98,4.26,60,1.044,70.0,All Grain
45552,American IPA,1.065,6.16,69.42,5.08,60,1.055,70.0,All Grain
45554,American IPA,1.058,6.14,76.77,9.43,60,1.048,70.0,All Grain
45562,American Pale Ale,1.063,6.66,59.1,18.78,60,1.046,66.0,All Grain
45563,American Pale Ale,1.053,5.33,40.06,7.92,60,1.0390000000000001,65.0,All Grain
45566,American Pale Ale,1.047,5.13,47.42,6.34,60,1.047,65.0,Partial Mash
45567,American IPA,1.048,4.9,80.62,3.49,60,1.079,35.0,extract
45570,American Pale Ale,1.051,5.57,28.98,4.08,80,1.047,70.0,All Grain
45575,American IPA,1.058,5.98,42.58,15.03,30,1.073,65.0,BIAB
45584,American IPA,1.057,5.75,41.37,5.94,60,1.048,75.0,All Grain
45595,American IPA,1.06,5.57,78.57,7.29,60,1.044,66.0,All Grain
45605,American Pale Ale,1.057,5.65,61.69,7.42,60,1.057,70.0,All Grain
45608,American IPA,1.0659999999999998,6.97,73.8,10.42,60,1.06,35.0,extract
45611,American Pale Ale,1.048,4.72,48.41,7.84,60,1.038,60.0,All Grain
45613,American Pale Ale,1.055,5.78,74.54,5.02,60,1.047,70.0,All Grain
45615,American IPA,1.0590000000000002,6.14,51.85,10.39,60,1.044,35.0,extract
45617,American Pale Ale,1.053,5.38,37.49,6.02,60,1.047,75.0,All Grain
45621,American Pale Ale,1.0490000000000002,5.04,43.62,4.49,60,1.037,65.0,All Grain
45628,American IPA,1.064,6.25,56.83,6.5,60,1.047,60.0,All Grain
45637,American IPA,1.064,5.91,72.0,13.15,60,1.052,70.0,All Grain
