BeerID,Style,OG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,BrewMethod
6,American Pale Ale,1.055,5.58,40.12,8.0,70,1.047,79.0,All Grain
11,American IPA,1.064,6.63,64.26,7.78,90,1.055,74.0,All Grain
14,American IPA,1.0659999999999998,6.51,60.96,10.54,60,1.11,30.0,extract
15,American IPA,1.064,6.2,64.67,3.91,60,1.071,70.0,All Grain
18,American IPA,1.073,7.14,61.83,8.1,60,1.061,75.0,All Grain
20,American IPA,1.062,6.5,53.3,5.2,60,1.048,70.0,All Grain
25,American IPA,1.062,6.29,53.57,5.21,70,1.052,73.0,BIAB
27,American IPA,1.058,5.34,57.84,3.98,60,1.05,83.0,BIAB
29,American IPA,1.052,5.31,60.58,5.82,60,1.043,70.0,All Grain
33,American IPA,1.071,6.93,68.91,6.82,60,1.05,72.0,All Grain
34,American IPA,1.065,6.26,89.61,6.93,60,1.045,70.0,All Grain
52,American IPA,1.058,6.1,37.06,11.45,60,1.0390000000000001,55.0,All Grain
55,American IPA,1.064,6.47,56.62,8.23,60,1.043,70.0,All Grain
57,American IPA,1.067,6.81,69.73,5.59,70,1.053,73.0,BIAB
61,American IPA,1.0659999999999998,6.31,92.1,4.82,60,1.054,75.0,All Grain
62,American IPA,1.062,6.13,66.0,6.97,60,1.052,51.0,Partial Mash
66,American IPA,1.078,7.05,60.66,7.06,60,1.061,70.0,BIAB
72,American IPA,1.062,6.51,121.43,4.26,60,1.053,70.0,All Grain
74,American IPA,1.068,7.2,105.67,7.77,60,1.055,68.0,All Grain
81,American IPA,1.072,7.52,87.48,7.3,90,1.061,65.0,All Grain
92,American Pale Ale,1.054,5.61,40.55,5.66,60,1.038,72.0,All Grain
97,American IPA,1.058,5.73,42.52,5.6,60,1.05,65.0,All Grain
102,American IPA,1.0590000000000002,6.45,32.49,6.76,60,1.047,70.0,All Grain
110,American IPA,1.058,6.42,39.52,3.69,60,1.048,78.0,All Grain
111,American IPA,1.0659999999999998,6.24,68.07,11.58,60,1.052,77.0,All Grain
116,American IPA,1.065,6.88,65.04,6.75,60,1.052,70.0,All Grain
118,American IPA,1.064,6.03,70.74,9.01,60,1.1,70.0,Partial Mash
126,American IPA,1.0659999999999998,6.7,76.06,7.32,60,1.0490000000000002,72.0,All Grain
127,American Pale Ale,1.052,5.55,45.2,8.14,60,1.046,67.0,All Grain
130,American IPA,1.0590000000000002,5.82,73.67,7.22,60,1.093,70.0,Partial Mash
134,American Pale Ale,1.054,5.32,51.73,4.65,60,1.04,70.0,All Grain
138,American IPA,1.061,6.58,37.83,9.38,60,1.045,75.0,All Grain
141,American IPA,1.067,7.0,50.85,5.6,60,1.0490000000000002,75.0,All Grain
142,American Pale Ale,1.0490000000000002,5.06,33.49,8.76,60,1.044,85.0,All Grain
152,American IPA,1.069,7.11,30.11,5.04,45,1.043,72.0,All Grain
158,American Pale Ale,1.042,4.24,47.19,9.46,60,1.045,81.0,BIAB
163,American Pale Ale,1.053,5.59,38.44,5.57,60,1.044,72.0,All Grain
165,American Pale Ale,1.052,5.05,27.42,9.47,60,1.038,75.0,All Grain
181,American IPA,1.065,6.6,35.44,8.47,90,1.052,75.0,All Grain
182,American IPA,1.072,7.69,100.06,6.65,60,1.064,75.0,All Grain
187,American IPA,1.058,5.42,43.43,4.3,60,1.047,70.0,All Grain
191,American IPA,1.074,7.34,56.49,6.21,60,1.063,75.0,All Grain
198,American IPA,1.061,6.5,75.44,9.89,30,1.048,35.0,extract
204,American Pale Ale,1.054,5.77,36.64,5.65,60,1.044,78.0,All Grain
210,American IPA,1.07,6.99,67.84,6.96,75,1.052,70.0,All Grain
211,American IPA,1.067,6.91,73.25,4.96,60,1.056,73.0,BIAB
213,American IPA,1.0759999999999998,7.64,67.76,5.85,90,1.057,75.0,All Grain
218,American IPA,1.0659999999999998,6.98,125.78,6.75,90,1.052,66.0,All Grain
221,American Pale Ale,1.057,5.29,57.28,8.4,60,1.047,73.0,All Grain
229,American IPA,1.071,7.54,79.63,14.8,60,1.051,75.0,All Grain
236,American Pale Ale,1.053,4.97,35.03,10.29,60,1.1,35.0,extract
238,American IPA,1.079,7.98,0.0,7.34,90,1.0590000000000002,75.0,All Grain
263,American Pale Ale,1.0490000000000002,5.03,31.0,5.85,60,1.031,65.0,BIAB
267,American IPA,1.078,6.92,82.1,6.31,60,1.0590000000000002,80.0,All Grain
269,American IPA,1.075,7.11,80.04,18.21,60,1.0590000000000002,63.0,All Grain
279,American Pale Ale,1.053,5.15,72.58,3.79,60,1.043,70.0,All Grain
281,American IPA,1.063,6.91,71.93,6.81,75,1.05,65.0,All Grain
285,American Pale Ale,1.053,5.41,43.31,10.47,40,1.047,77.0,All Grain
296,American IPA,1.073,7.13,104.69,5.24,60,1.054,70.0,BIAB
297,American Pale Ale,1.061,6.36,45.81,8.01,60,1.042,75.0,BIAB
301,American IPA,1.075,7.29,0.0,6.38,60,1.053,70.0,All Grain
310,American IPA,1.042,4.38,38.58,6.41,60,1.03,75.0,BIAB
314,American Pale Ale,1.0590000000000002,5.54,37.76,7.07,60,1.041,80.0,BIAB
319,American IPA,1.069,7.05,90.86,5.87,60,1.082,35.0,extract
327,American Pale Ale,1.057,5.08,40.08,6.58,90,1.036,70.0,All Grain
329,American IPA,1.063,6.49,86.33,9.49,60,1.048,75.0,All Grain
334,American Pale Ale,1.054,5.55,39.96,7.6,60,1.042,71.0,All Grain
336,American IPA,1.062,6.71,66.17,7.47,90,1.041,70.0,All Grain
338,American IPA,1.055,5.84,67.22,6.06,60,1.044,72.0,All Grain
345,American IPA,1.063,7.08,49.78,9.01,60,1.056,72.0,All Grain
352,American Pale Ale,1.055,5.86,35.56,5.22,90,1.06,79.0,All Grain
358,American IPA,1.067,7.23,98.21,6.46,75,1.061,88.0,All Grain
365,American Pale Ale,1.053,5.31,55.16,6.13,40,1.046,80.0,BIAB
366,American IPA,1.058,5.42,58.91,10.13,60,1.053,63.0,All Grain
383,American IPA,1.058,5.79,38.55,5.93,60,1.052,77.0,All Grain
393,American IPA,1.0590000000000002,5.88,58.23,5.2,60,1.041,70.0,All Grain
403,American IPA,1.0659999999999998,6.34,65.01,8.19,60,1.051,75.0,All Grain
410,American IPA,1.056,5.69,45.04,6.79,60,1.038,60.0,All Grain
413,American IPA,1.07,6.79,111.94,4.45,90,1.047,75.0,BIAB
416,American IPA,1.072,6.95,116.08,40.69,60,1.056,75.0,All Grain
417,American Pale Ale,1.052,5.42,37.02,5.78,60,1.045,72.0,All Grain
425,American IPA,1.046,4.61,50.2,7.79,60,1.033,70.0,All Grain
426,American IPA,1.079,8.46,111.52,8.26,60,1.068,72.0,All Grain
438,American IPA,1.062,6.12,65.39,10.12,60,1.048,85.0,All Grain
444,American IPA,1.06,5.64,70.69,14.09,60,1.04,65.0,BIAB
453,American IPA,1.069,6.52,60.18,11.59,60,1.05,65.0,All Grain
454,American IPA,1.0659999999999998,6.43,80.23,7.72,60,1.041,60.8,BIAB
455,American IPA,1.063,6.55,68.03,6.73,60,1.054,90.0,All Grain
458,American IPA,1.06,5.88,59.37,9.74,60,1.048,69.0,All Grain
466,American Pale Ale,1.0490000000000002,4.81,42.43,4.61,60,1.042,72.0,All Grain
468,American IPA,1.07,7.44,66.16,6.56,60,1.05,70.0,All Grain
476,American Pale Ale,1.054,5.33,43.1,9.09,60,1.034,70.0,BIAB
484,American IPA,1.064,6.56,55.41,8.02,60,1.054,65.0,All Grain
495,American IPA,1.0659999999999998,6.1,48.95,6.44,90,1.051,75.0,All Grain
498,American Pale Ale,1.057,5.56,39.28,7.81,90,1.042,72.0,All Grain
500,American Pale Ale,1.06,5.69,12.96,9.27,70,1.215,56.0,All Grain
502,American IPA,1.064,6.54,69.39,6.04,75,1.05,70.0,All Grain
506,American IPA,1.054,5.28,74.67,13.29,60,1.0390000000000001,70.0,All Grain
511,American IPA,1.082,8.05,56.58,5.58,60,1.068,48.0,All Grain
515,American Pale Ale,1.058,5.61,47.99,4.3,60,1.048,60.0,All Grain
521,American IPA,1.091,10.01,129.85,7.89,90,1.084,75.0,All Grain
522,American IPA,1.0659999999999998,6.73,110.6,7.04,60,1.055,75.0,All Grain
532,American IPA,1.06,5.69,49.28,16.65,60,1.062,75.0,BIAB
537,American Pale Ale,1.06,6.09,38.22,5.5,60,1.048,70.0,All Grain
538,American IPA,1.063,6.31,60.94,6.5,70,1.053,73.0,BIAB
543,American IPA,1.071,7.09,101.27,6.1,60,1.111,70.0,Partial Mash
546,American Pale Ale,1.048,4.82,49.63,5.74,60,1.041,70.0,BIAB
555,American Pale Ale,1.052,5.14,36.89,8.02,60,1.048,76.0,All Grain
581,American IPA,1.058,6.34,65.38,10.38,60,1.043,72.0,All Grain
590,American IPA,1.0659999999999998,6.47,61.32,8.65,60,1.048,75.0,All Grain
597,American Pale Ale,1.047,4.93,28.17,8.91,90,1.035,75.0,All Grain
601,American IPA,1.058,6.29,57.79,4.3,70,1.045,70.0,All Grain
609,American IPA,1.061,6.63,50.28,6.61,60,1.03,70.0,All Grain
618,American IPA,1.081,8.08,172.09,5.19,60,1.06,70.0,All Grain
619,American IPA,1.065,6.85,71.86,6.89,90,1.054,74.0,All Grain
623,American IPA,1.056,5.95,0.62,6.08,60,1.048,70.0,All Grain
631,American IPA,1.062,6.53,38.5,4.24,60,1.0070000000000001,35.0,extract
632,American Pale Ale,1.061,6.04,48.56,8.23,90,1.047,80.0,BIAB
645,American Pale Ale,1.047,5.09,40.12,3.28,60,1.037,72.0,BIAB
646,American IPA,1.073,7.9,71.14,8.19,60,1.052,65.0,All Grain
655,American IPA,1.065,7.03,64.6,5.45,60,1.052,70.0,BIAB
660,American IPA,1.063,6.46,59.19,5.36,70,1.053,73.0,BIAB
679,American IPA,1.051,4.86,62.03,3.77,90,1.046,67.0,All Grain
682,American IPA,1.067,6.72,46.09,12.75,90,1.047,66.0,BIAB
697,American IPA,1.061,5.41,77.93,5.44,60,1.041,75.0,All Grain
698,American Pale Ale,1.057,5.19,56.49,3.9,60,1.042,70.0,All Grain
699,American Pale Ale,1.05,5.08,50.38,5.4,70,1.042,73.0,BIAB
706,American IPA,1.067,6.94,99.37,6.86,60,1.069,45.0,Partial Mash
707,American IPA,1.079,6.92,66.7,7.03,60,1.0659999999999998,77.0,All Grain
727,American Pale Ale,1.053,5.4,36.92,5.94,60,1.044,72.0,All Grain
728,American IPA,1.084,8.57,42.29,11.22,60,1.072,80.0,All Grain
730,American IPA,1.072,7.76,140.13,5.47,90,1.045,80.0,All Grain
732,American IPA,1.0490000000000002,4.75,87.11,3.74,90,1.034,75.0,All Grain
748,American IPA,1.061,5.96,54.07,10.44,60,1.044,80.0,BIAB
750,American IPA,1.057,5.65,40.78,4.78,60,1.048,84.0,BIAB
755,American IPA,1.057,5.91,58.56,8.06,45,1.095,35.0,extract
761,American IPA,1.05,5.31,43.53,7.35,60,1.041,75.0,All Grain
762,American IPA,1.056,5.88,56.87,8.02,40,1.048,80.0,All Grain
768,American IPA,1.061,6.61,54.34,13.59,70,1.043,75.0,BIAB
769,American Pale Ale,1.064,6.42,47.16,7.92,60,1.052,67.0,All Grain
806,American Pale Ale,1.0490000000000002,4.95,38.95,7.46,60,1.035,70.0,All Grain
838,American IPA,1.061,6.46,60.55,7.43,60,1.04,80.0,BIAB
850,American IPA,1.074,7.47,46.42,6.34,60,1.074,35.0,extract
863,American IPA,1.088,8.06,29.0,5.18,60,1.063,75.0,All Grain
865,American IPA,1.062,6.14,58.26,10.25,60,1.114,35.0,extract
867,American IPA,1.063,6.59,54.72,6.35,60,1.045,75.0,All Grain
871,American Pale Ale,1.073,7.15,78.49,10.72,90,1.053,75.0,All Grain
880,American IPA,1.057,6.01,62.41,7.68,30,1.042,50.0,extract
890,American Pale Ale,1.05,5.52,42.15,11.38,60,1.036,62.0,All Grain
896,American Pale Ale,1.05,5.21,42.03,6.66,60,1.037,70.0,BIAB
898,American Pale Ale,1.057,5.93,51.5,8.38,60,1.044,77.0,All Grain
915,American IPA,1.063,5.99,65.83,4.06,60,1.054,73.0,All Grain
916,American IPA,1.061,6.25,91.14,12.49,60,1.054,70.0,All Grain
918,American Pale Ale,1.051,5.04,42.41,2.8,60,1.07,35.0,extract
929,American IPA,1.069,7.1,70.32,7.86,60,1.055,70.0,All Grain
932,American IPA,1.071,7.09,54.03,8.02,60,1.088,35.0,extract
935,American IPA,1.063,6.73,146.09,6.06,60,1.063,75.0,All Grain
938,American IPA,1.077,7.74,44.17,34.62,90,1.062,70.0,All Grain
980,American IPA,1.068,7.39,73.72,14.85,60,1.051,67.0,BIAB
990,American IPA,1.07,6.82,51.27,8.96,60,1.057,70.0,All Grain
993,American IPA,1.077,7.81,164.83,11.44,90,1.057,70.0,All Grain
1001,American IPA,1.062,5.83,49.3,8.98,60,1.045,65.0,extract
1007,American Pale Ale,1.0490000000000002,5.06,34.95,5.54,60,1.033,66.0,BIAB
1049,American IPA,1.079,8.36,60.12,7.41,60,1.064,75.0,All Grain
1059,American IPA,1.0659999999999998,7.0,62.81,6.6,60,1.057,70.0,All Grain
1067,American IPA,1.075,7.59,70.71,8.1,60,1.069,25.0,extract
1070,American IPA,1.061,6.27,60.16,5.92,60,1.051,70.0,BIAB
1084,American Pale Ale,1.06,6.49,56.49,14.66,60,1.0390000000000001,70.0,All Grain
1086,American IPA,1.05,5.36,57.7,3.02,60,1.084,35.0,extract
1095,American IPA,1.065,6.12,60.95,19.56,90,1.051,70.0,All Grain
1098,American IPA,1.077,7.61,83.71,8.02,60,1.129,25.0,extract
1109,American IPA,1.045,4.59,42.44,7.87,60,1.037,62.0,All Grain
1110,American IPA,1.069,6.82,85.64,5.75,60,1.058,68.0,BIAB
1112,American IPA,1.0590000000000002,6.08,54.52,6.5,60,1.0490000000000002,75.0,BIAB
1113,American IPA,1.074,7.74,76.1,7.16,60,1.061,73.0,All Grain
1115,American Pale Ale,1.058,5.83,34.07,5.94,60,1.0490000000000002,45.0,extract
1119,American IPA,1.057,5.68,72.94,3.91,60,1.041,75.0,All Grain
1120,American IPA,1.063,5.82,66.87,5.65,60,1.053,95.0,All Grain
1128,American IPA,1.0759999999999998,7.59,108.43,15.95,60,1.067,80.0,All Grain
1130,American IPA,1.063,6.33,131.09,7.2,60,1.0490000000000002,75.0,All Grain
1131,American Pale Ale,1.037,3.52,46.66,3.02,60,1.028,65.0,BIAB
1133,American IPA,1.074,7.43,147.61,7.39,60,1.1159999999999999,70.0,Partial Mash
1135,American IPA,1.069,6.84,182.0,5.34,90,1.052,80.0,All Grain
1138,American IPA,1.061,6.14,53.55,9.16,60,1.048,66.0,All Grain
1147,American Pale Ale,1.056,5.14,29.88,3.95,60,1.051,66.0,All Grain
1165,American Pale Ale,1.053,5.39,50.25,4.8,70,1.045,80.0,BIAB
1166,American IPA,1.064,7.0,60.95,7.22,70,1.048,75.0,All Grain
1168,American Pale Ale,1.057,5.69,41.64,8.19,75,1.047,70.0,All Grain
1177,American IPA,1.028,2.95,64.04,10.27,90,1.024,85.0,All Grain
1181,American IPA,1.057,5.31,40.0,9.14,60,1.042,70.0,All Grain
1197,American IPA,1.074,7.24,88.02,8.2,60,1.0590000000000002,35.0,All Grain
1203,American IPA,1.062,6.88,40.68,5.06,90,1.046,73.0,All Grain
1205,American Pale Ale,1.057,5.37,47.23,8.08,60,1.104,78.0,Partial Mash
1206,American IPA,1.0659999999999998,7.17,76.09,7.05,60,1.04,63.0,All Grain
1211,American IPA,1.052,5.45,58.51,8.96,60,1.0290000000000001,64.0,All Grain
1217,American IPA,1.0590000000000002,6.34,68.54,5.93,60,1.043,75.0,All Grain
1222,American IPA,1.095,9.24,123.43,8.54,60,1.1740000000000002,35.0,extract
1228,American IPA,1.064,6.28,65.65,6.74,60,1.046,70.0,All Grain
1233,American Pale Ale,1.072,7.17,43.44,10.68,90,1.056,65.0,All Grain
1238,American Pale Ale,1.043,4.62,39.26,8.11,70,1.024,68.0,BIAB
1240,American Pale Ale,1.071,7.21,181.85,12.2,60,1.051,70.0,All Grain
1250,American Pale Ale,1.055,5.44,56.64,6.89,60,1.042,70.0,All Grain
1265,American IPA,1.0590000000000002,6.17,122.06,5.31,60,1.0490000000000002,35.0,extract
1280,American Pale Ale,1.044,4.97,72.61,4.65,75,1.032,71.0,All Grain
1282,American IPA,1.091,8.04,162.29,40.0,60,1.091,35.0,extract
1302,American IPA,1.065,6.98,66.1,8.76,60,1.047,78.0,BIAB
1319,American IPA,1.061,6.02,82.27,32.21,60,1.075,35.0,extract
1321,American IPA,1.058,5.45,36.04,6.4,60,1.041,70.0,All Grain
1324,American Pale Ale,1.046,5.05,15.61,4.63,60,1.037,70.0,BIAB
1327,American Pale Ale,1.044,4.73,50.74,4.51,60,1.041,65.0,All Grain
1329,American IPA,1.0659999999999998,6.19,66.73,10.22,60,1.048,70.0,All Grain
1338,American Pale Ale,1.052,5.5,30.57,6.78,60,1.042,72.0,BIAB
1339,American IPA,1.078,7.36,78.1,5.82,90,1.058,75.0,All Grain
1342,American IPA,1.0659999999999998,6.65,65.71,5.99,60,1.051,70.0,BIAB
1361,American IPA,1.071,6.89,68.49,9.14,60,1.057,35.0,extract
1370,American IPA,1.063,6.32,102.91,4.6,60,1.046,70.0,All Grain
1381,American IPA,1.069,6.78,58.05,9.16,60,1.069,70.0,extract
1385,American Pale Ale,1.053,5.0,43.61,5.13,60,1.088,25.0,extract
1386,American IPA,1.074,6.95,68.31,7.08,70,1.056,75.0,All Grain
1388,American IPA,1.074,8.04,84.63,13.77,60,1.057,75.0,All Grain
1398,American Pale Ale,1.053,5.63,33.14,7.55,60,1.045,70.0,All Grain
1423,American Pale Ale,1.053,5.26,48.28,5.52,40,1.046,80.0,BIAB
1424,American IPA,1.053,5.0,72.27,9.56,60,1.069,35.0,extract
1435,American IPA,1.068,6.66,87.86,5.78,60,1.048,70.0,All Grain
1444,American Pale Ale,1.056,5.28,25.4,5.5,60,1.025,75.0,All Grain
1469,American IPA,1.074,7.59,101.68,10.32,90,1.117,70.0,Partial Mash
1485,American IPA,1.053,5.14,74.32,6.19,60,1.048,35.0,extract
1489,American Pale Ale,1.047,5.12,50.9,7.7,60,1.036,78.0,BIAB
1499,American Pale Ale,1.0590000000000002,5.56,27.6,7.94,60,1.054,80.0,All Grain
1514,American IPA,1.079,8.8,94.68,4.6,90,1.068,84.0,All Grain
1517,American IPA,1.0590000000000002,6.04,99.92,7.25,60,1.048,60.0,All Grain
1523,American IPA,1.068,6.42,46.58,8.42,60,1.053,70.0,All Grain
1541,American IPA,1.072,6.58,69.0,6.12,90,1.0490000000000002,70.0,All Grain
1542,American IPA,1.044,4.66,65.97,11.37,60,1.042,75.0,All Grain
1551,American Pale Ale,1.054,5.67,39.8,7.45,75,1.048,72.0,BIAB
1556,American Pale Ale,1.05,5.33,40.29,7.1,60,1.04,69.0,All Grain
1569,American Pale Ale,1.064,6.02,42.68,12.0,60,1.052,60.0,All Grain
1580,American IPA,1.061,6.67,66.4,10.46,90,1.048,58.0,All Grain
1589,American IPA,1.065,6.86,66.85,8.2,60,1.043,70.0,BIAB
1595,American Pale Ale,1.054,5.76,45.87,6.05,60,1.04,71.0,All Grain
1610,American IPA,1.062,6.08,64.83,8.19,60,1.051,70.0,All Grain
1619,American Pale Ale,1.052,5.27,25.49,9.48,60,1.041,35.0,extract
1637,American Pale Ale,1.061,5.46,24.15,8.37,60,1.048,65.0,All Grain
1639,American IPA,1.083,8.79,259.97,5.38,60,1.064,75.0,All Grain
1648,American IPA,1.064,6.79,63.94,9.13,60,1.055,70.0,All Grain
1650,American IPA,1.067,6.37,59.69,13.36,75,1.0490000000000002,70.0,All Grain
1653,American IPA,1.062,6.18,57.72,6.68,60,1.045,80.0,All Grain
1657,American Pale Ale,1.051,5.54,30.7,8.8,90,1.041,70.0,All Grain
1674,American Pale Ale,1.05,4.97,64.09,4.27,65,1.0390000000000001,70.0,All Grain
1678,American IPA,1.028,2.94,57.21,15.8,90,1.024,85.0,All Grain
1700,American IPA,1.063,6.62,73.23,7.58,15,1.058,35.0,extract
1706,American IPA,1.064,6.39,74.45,6.59,60,1.101,70.0,Partial Mash
1717,American IPA,1.0979999999999999,10.32,105.05,7.73,60,1.083,65.0,All Grain
1722,American IPA,1.065,6.83,39.57,40.0,90,1.053,80.0,All Grain
1724,American IPA,1.061,5.96,117.5,5.36,60,1.05,75.0,Partial Mash
1737,American Pale Ale,1.056,6.18,39.6,7.71,60,1.047,70.0,All Grain
1738,American IPA,1.075,7.92,121.54,4.39,60,1.063,82.0,All Grain
1739,American IPA,1.069,6.21,49.27,5.97,90,1.045,70.0,All Grain
1740,American Pale Ale,1.057,5.48,32.91,12.15,90,1.04,72.0,All Grain
1741,American Pale Ale,1.05,5.11,41.99,3.37,60,1.04,75.0,All Grain
1742,American IPA,1.069,7.33,102.87,6.08,60,1.051,70.0,All Grain
1750,American IPA,1.077,7.24,74.54,15.46,90,1.065,65.0,All Grain
1761,American Pale Ale,1.0490000000000002,4.93,30.32,6.46,60,1.0390000000000001,70.0,Partial Mash
1768,American IPA,1.071,7.07,108.45,8.38,90,1.052,70.0,All Grain
1769,American IPA,1.07,7.23,98.06,9.15,90,1.0590000000000002,65.0,All Grain
1770,American Pale Ale,1.045,4.71,35.54,7.88,60,1.033,75.0,All Grain
1773,American IPA,1.065,6.98,62.87,3.52,90,1.047,78.0,All Grain
1777,American IPA,1.061,5.77,84.16,9.0,60,1.113,35.0,extract
1782,American Pale Ale,1.0390000000000001,4.09,15.33,5.56,90,1.032,80.0,All Grain
1783,American Pale Ale,1.035,3.61,28.63,3.97,60,1.0270000000000001,65.0,BIAB
1789,American IPA,1.051,4.82,92.73,11.06,60,1.08,70.0,Partial Mash
1806,American IPA,1.073,7.98,63.89,31.06,60,1.065,75.0,BIAB
1810,American Pale Ale,1.051,4.66,87.41,4.98,60,1.172,35.0,extract
1816,American IPA,1.0390000000000001,3.85,33.22,5.1,60,1.033,70.0,All Grain
1818,American IPA,1.069,7.08,44.4,4.7,45,1.0590000000000002,87.0,BIAB
1824,American IPA,1.068,6.71,66.36,14.85,60,1.05,75.0,All Grain
1825,American IPA,1.06,6.33,73.3,5.86,60,1.054,80.0,All Grain
1847,American IPA,1.0590000000000002,5.78,58.13,11.38,60,1.084,35.0,extract
1851,American Pale Ale,1.0490000000000002,4.96,36.03,9.08,60,1.042,70.0,All Grain
1854,American Pale Ale,1.071,7.47,71.92,11.29,60,1.042,70.0,BIAB
1859,American IPA,1.083,9.21,197.0,6.9,60,1.061,80.0,BIAB
1866,American Pale Ale,1.058,5.93,60.03,6.34,60,1.043,70.0,BIAB
1867,American Pale Ale,1.05,5.28,37.69,4.67,90,1.043,77.0,All Grain
1869,American IPA,1.065,6.52,74.68,7.59,60,1.06,35.0,extract
1870,American Pale Ale,1.055,5.42,58.13,8.02,60,1.043,70.0,BIAB
1873,American Pale Ale,1.048,5.21,30.54,8.28,60,1.078,70.0,Partial Mash
1878,American IPA,1.056,7.04,38.14,14.49,60,1.036,54.0,All Grain
1897,American IPA,1.0659999999999998,6.28,66.7,8.14,60,1.053,59.0,All Grain
1900,American IPA,1.0659999999999998,6.59,69.38,4.24,60,1.056,70.0,BIAB
1905,American IPA,1.075,8.21,43.46,13.55,90,1.05,55.0,All Grain
1922,American Pale Ale,1.06,6.43,41.89,10.61,60,1.041,65.0,All Grain
1924,American IPA,1.069,6.77,117.87,40.0,60,1.12,25.0,extract
1927,American IPA,1.069,7.45,73.02,4.93,90,1.055,78.0,All Grain
1935,American IPA,1.0590000000000002,5.87,67.12,4.55,60,1.048,65.0,All Grain
1937,American Pale Ale,1.055,5.16,20.65,4.86,60,1.041,70.0,All Grain
1964,American Pale Ale,1.042,3.97,43.96,4.38,60,1.084,35.0,extract
1966,American Pale Ale,1.053,5.24,43.89,5.73,60,1.084,70.0,Partial Mash
1967,American IPA,1.068,6.58,86.3,6.4,60,1.053,70.0,All Grain
1971,American IPA,1.064,6.36,91.36,6.47,60,1.055,70.0,All Grain
1973,American IPA,1.06,5.67,96.51,16.66,60,1.037,70.0,BIAB
1978,American Pale Ale,1.043,4.06,38.52,3.9,60,1.068,30.0,Partial Mash
2003,American Pale Ale,1.05,4.68,35.96,12.83,90,1.042,70.0,All Grain
2004,American Pale Ale,1.04,4.03,19.52,5.84,60,1.04,70.0,BIAB
2008,American IPA,1.062,6.35,20.85,23.7,90,1.054,76.0,All Grain
2009,American IPA,1.064,6.03,63.54,6.76,60,1.094,75.0,Partial Mash
2011,American IPA,1.065,6.53,58.67,6.21,60,1.056,70.0,All Grain
2023,American Pale Ale,1.052,5.22,41.48,6.64,60,1.05,50.0,Partial Mash
2026,American IPA,1.063,6.61,55.0,6.71,60,1.047,70.0,All Grain
2042,American Pale Ale,1.06,5.93,55.12,6.23,60,1.095,70.0,Partial Mash
2049,American IPA,1.071,8.08,77.46,4.19,60,1.061,77.0,BIAB
2050,American IPA,1.064,6.03,10.16,9.23,60,1.064,35.0,extract
2051,American IPA,1.078,7.73,83.43,4.5,60,1.058,70.0,All Grain
2052,American IPA,1.104,11.03,91.16,12.84,60,1.114,35.0,extract
2056,American IPA,1.065,7.06,86.68,4.71,60,1.068,55.0,Partial Mash
2064,American IPA,1.062,6.09,88.9,6.13,90,1.052,75.0,BIAB
2083,American IPA,1.068,7.0,70.49,12.55,90,1.058,67.0,All Grain
2096,American Pale Ale,1.057,5.37,29.02,5.24,60,1.046,70.0,All Grain
2097,American Pale Ale,1.053,5.73,35.35,6.32,60,1.042,86.0,All Grain
2107,American IPA,1.062,6.05,123.65,15.64,60,1.045,75.0,All Grain
2117,American IPA,1.078,7.05,88.75,4.9,90,1.065,70.0,All Grain
2121,American IPA,1.0659999999999998,6.06,138.85,40.0,60,1.057,75.0,All Grain
2129,American IPA,1.062,6.61,60.29,3.52,60,1.046,75.0,All Grain
2139,American IPA,1.069,6.82,57.77,9.06,60,1.051,35.0,extract
2143,American IPA,1.062,6.5,108.16,6.52,90,1.075,35.0,extract
2144,American IPA,1.047,5.05,51.01,5.19,60,1.0290000000000001,78.0,All Grain
2148,American Pale Ale,1.061,6.3,49.22,5.37,60,1.048,70.0,All Grain
2152,American Pale Ale,1.056,5.62,95.12,10.19,60,1.041,70.0,All Grain
2154,American IPA,1.07,5.83,63.5,4.79,60,1.05,75.0,All Grain
2155,American Pale Ale,1.044,4.75,41.09,7.84,60,1.031,60.0,All Grain
2162,American IPA,1.057,6.24,92.97,8.12,60,1.0490000000000002,72.0,All Grain
2171,American IPA,1.064,6.52,67.79,6.74,60,1.0490000000000002,70.0,All Grain
2186,American Pale Ale,1.06,6.04,48.31,10.02,60,1.052,70.0,BIAB
2194,American Pale Ale,1.055,5.49,33.24,11.06,90,1.04,73.0,All Grain
2196,American Pale Ale,1.051,5.17,40.87,8.73,60,1.04,30.0,extract
2205,American IPA,1.068,7.64,119.34,8.92,75,1.05,70.0,All Grain
2227,American IPA,1.0659999999999998,7.29,42.24,6.03,70,1.0490000000000002,70.0,BIAB
2231,American IPA,1.073,7.44,81.24,8.75,60,1.0490000000000002,70.0,All Grain
2233,American Pale Ale,1.052,5.23,36.6,9.25,60,1.038,65.0,All Grain
2238,American Pale Ale,1.055,5.81,74.03,6.15,60,1.052,70.0,All Grain
2243,American IPA,1.0659999999999998,6.97,36.68,5.46,30,1.024,75.0,Partial Mash
2251,American IPA,1.048,4.39,139.85,8.53,60,1.097,35.0,extract
2267,American Pale Ale,1.062,6.27,105.18,11.81,60,1.046,70.0,All Grain
2279,American IPA,1.063,6.8,68.97,5.19,60,1.0490000000000002,75.0,All Grain
2284,American IPA,1.06,5.82,63.79,7.13,60,1.1,75.0,Partial Mash
2288,American IPA,1.069,6.94,72.09,7.46,90,1.045,70.0,All Grain
